
2.664, -2.779558, 1.241893, -0.74360275
2.769, -0.7870393, 1.9349984, 2.2640352
2.914, -1.4267962, 1.1880469, 0.2328968
3.059, -1.7116458, 0.9538139, 0.5313988
3.203, -2.3720415, 1.671058, 2.2181463
3.347, -2.6256506, 1.2145951, 0.5587311
3.49, -4.3738728, -4.817255, -0.562644
3.634, 6.8288655, 2.9876204, 4.882267
3.777, 5.0076046, 7.6337776, -0.94904494
3.921, 0.02940464, 1.3065059, 3.0555806
4.065, 0.79294777, 1.3076661, 1.985086
4.209, 2.1264577, 2.999423, 1.4111701
4.354, -0.14532852, 1.1616592, 1.3504105
4.494, 8.210938, 3.7779064, 1.364307
4.639, -0.90289545, 2.5087934, -2.4329975
4.783, 0.19925356, 0.82620335, 1.7933993
4.926, 4.211944, 1.8054419, 3.7896554
5.07, -0.35032606, 1.9737406, 1.8515854
5.213, 3.153666, 2.2211614, -0.973227
5.358, -1.309202, 0.0825634, -0.5352776
5.503, 4.012733, -2.5817595, -2.843911
5.646, 3.7214377, 3.318975, 1.1324627
5.79, 4.383047, 1.6614084, 0.73198164
5.934, -2.4321246, -6.348157, -4.4588714
6.078, 1.0920478, 5.283181, -1.1341453
6.22, 2.8181717, 2.646443, 1.6130793
6.364, 4.2369905, -0.8640108, 3.395431
6.509, -0.068730116, -1.9022255, 1.3658993
6.652, 2.3509343, 1.126956, 0.78411293
6.795, 1.8261006, 0.87081337, 0.87197274
6.939, 1.8432207, 0.9541931, 0.8695208
7.082, 1.2470651, 0.6877413, 1.1909428
7.226, 0.81045055, 0.45154, 1.5732443
7.371, 0.26404095, 0.5732236, 2.0537875
7.515, -1.3672585, -0.26267672, 2.8414817
7.658, -2.481822, -0.42045712, 3.9615178
7.802, 7.5271373, 6.8955574, -5.8408594
7.946, -1.4840169, -1.1997657, 2.6107936
8.089, -3.747693, -3.1669624, 5.3331866
8.233, -2.8353877, 1.617136, 1.6358621
8.376, 0.56580496, 3.1182556, 3.1876106
8.519, -3.0665421, 0.7860787, 2.913694
8.664, 4.1734085, 3.4920633, 0.68664646
8.808, 0.42576122, -0.24266219, 1.9332914
8.952, 0.67789793, 1.4053152, 2.038805
9.095, 0.5173316, 1.3927886, 1.9112954
9.24, 0.47058153, 1.4731586, 1.6355357
9.382, 0.41595602, 1.502759, 1.7145848
9.526, 0.7005434, 1.6497526, 1.7518201
9.671, 0.8998685, 1.4399358, 1.6258302
9.815, 0.47657442, 1.5481167, 1.6254635
9.959, 0.8196411, 1.573966, 1.685226
10.103, 0.89207935, 1.4299834, 1.6491365
10.246, 0.80882406, 1.347743, 1.518466
10.394, 0.89502144, 1.5018598, 1.7009196
10.534, 1.1258941, 0.90369815, 1.9098005
10.679, 0.4825697, 1.6998404, 1.525753
10.821, 0.9872489, 1.0956087, 1.5460782
10.965, 1.4249148, 2.8167224, 1.7892184
11.109, 0.11608839, 2.4487095, 1.0804129
11.253, 0.9706893, 1.4648569, 1.2470527
11.394, 1.2115278, 1.408495, -0.035515785
11.539, 0.38906097, -0.5197134, 0.9256885
11.684, 0.12273836, 0.6992898, -4.5405884
11.828, 8.87212, 6.4054236, 1.4877818
11.971, -5.749901, -3.053071, 2.067558
12.115, -2.2363596, -2.0083382, 0.34647512
12.259, -0.15329695, -1.7591031, -0.8357611
12.403, 1.4595342, 0.37107468, -0.55969524
12.546, -0.2441048, 1.0628407, -0.7110443
12.691, -1.3373379, 1.4717727, 0.39239407
12.834, -2.0755205, 1.1658695, 0.743001
12.978, -1.2255291, 0.15325141, 0.1701994
13.121, -1.6849337, 0.42304277, -1.728312
13.265, -1.2410437, 1.0386028, -0.7346144
13.408, -1.4896717, 0.81441116, -0.51873493
13.551, -1.6859751, 1.2356226, -2.195157
13.696, -2.6589181, 0.7426431, 3.2964134
13.842, -0.94916415, 0.3119133, 1.2184744
13.984, -1.694186, 0.8952441, -1.1684465
14.125, -1.5633913, 1.0742503, -0.6474199
14.269, -1.7206426, 1.1522334, -0.1612711
14.413, -1.7249837, 1.1249317, -0.3097477
14.556, -1.8190873, 0.85552216, -0.5999937
14.7, -1.7319403, 1.0174417, -0.15121078
14.844, -1.465927, 0.94165015, -0.18792534
14.987, -1.6194668, 0.8837774, 0.15255356
15.131, -1.791492, 0.93780136, -0.432374
15.275, -1.604003, 0.97358656, -0.6045799
15.419, -1.6154855, 1.0036578, -0.52745914
15.563, -1.6316115, 0.9953506, -0.22337437
15.707, -1.7153894, 0.9041331, -0.7316189
15.85, -1.6523625, 0.9136481, -0.7246866
15.994, -1.656529, 0.9282894, -0.43566418
16.138, -1.5364356, 0.90426826, -0.41152
16.282, -1.6011183, 0.95564866, -0.4972906
16.426, -1.6007257, 0.9171908, -0.49556255
16.57, -1.6551087, 0.9271686, -0.35655308
16.713, -1.5232384, 0.95992017, -0.3894348
