
0.548, -0.11124933, 0.0443182, -0.016487122
0.69, 0.17626238, 0.22852612, -0.048850536
0.836, -0.38259292, -0.20772457, -0.6703017
0.979, -0.560351, -0.25499153, 0.25335503
1.124, -0.7886499, 0.014377594, 0.80094326
1.266, -0.3536849, -0.108112335, 0.3214804
1.411, -2.1344075, -0.8257675, -0.66936135
1.556, -0.9159553, -3.4555302, 1.7908013
1.699, -0.63484347, -2.1905613, 0.9312873
1.859, 3.04999, -2.301858, -3.5802794
2.004, 2.4936721, 1.5061746, -3.0084593
2.148, 2.3697903, 2.5916476, -2.0672956
2.292, -0.28009057, 2.8585625, 0.121029854
2.436, -1.2207541, 1.1975307, -0.15623689
2.58, 1.6892198, 1.4341135, -1.3553166
2.723, -2.612691, 1.36907, 2.424753
2.866, -2.8358107, -0.3476553, -0.09455234
3.011, 1.7740092, 0.9996786, -0.35987628
3.155, -1.1281258, -2.7871866, -0.077822566
3.297, 0.2544682, -1.5133438, 1.5714096
3.442, 0.56033003, -1.0133705, -5.709292
3.586, 3.5334675, 1.3012743, -2.5094755
3.729, 1.3072717, 1.626338, -2.4497244
3.874, 0.05445242, 2.3049512, -0.4767661
4.015, -0.8394046, -6.855299, 1.6812878
4.161, 1.5055226, -3.3721313, 0.1867609
4.304, -0.94943374, -1.4850416, 0.685313
4.448, -1.388268, -0.043227196, 0.54864144
4.592, -0.3841642, 0.04655552, 0.5460249
4.739, 0.85962224, -2.2648563, 0.8029644
4.88, -1.181846, -3.3646526, 1.6878976
5.022, 1.6769, -0.1217432, -4.1374893
5.165, 4.4207435, 0.27426434, -3.349475
5.311, 2.52207, 0.23059893, -2.7666638
5.455, 1.4270775, 3.0107002, -0.9026408
5.599, 3.8406293, -1.1471796, 3.4452639
5.742, 2.4686716, -0.6316147, 0.6116147
5.886, -1.4049873, -1.4017859, 0.09921047
6.03, -1.7023951, 0.85483074, 0.9436921
6.171, 0.35421288, 0.26023865, -1.0802555
6.317, -0.3076942, -0.38412476, 0.45966703
6.461, 0.057080746, -0.6808357, 0.17767572
6.603, -1.2026627, -4.0103006, 2.9465058
6.749, -0.5285625, -1.3394022, 0.42865515
6.892, 3.718296, 0.2974367, -3.1195743
7.036, 2.1853642, -1.1917849, -2.5310876
7.179, 2.9726613, 2.8104796, -2.0162055
7.324, -1.7985086, 0.48254395, 2.163073
7.467, -1.2907764, -0.09204388, -2.004522
7.612, 2.2277472, 1.9933004, -1.1278876
7.759, -2.166697, 1.6545725, 2.6087112
7.898, -3.225171, -0.33870506, -1.229434
8.042, 1.9266609, 0.48186398, -0.039921522
8.186, -0.7892301, -0.34471512, -0.70170677
8.329, 1.321933, -5.078992, 0.6443334
8.471, -0.7736887, -2.085905, 1.8371906
8.616, -3.3150063, -0.8702421, 4.7502604
8.761, 2.4951243, 0.78668976, -1.3192072
8.905, 1.8225417, 1.7065468, -1.6081617
9.049, -0.1600883, 2.7918005, -0.6933508
9.192, 1.4458832, -1.7766075, 0.71658945
9.335, 0.6467116, -1.7123442, 0.2628206
9.479, -2.1698992, -1.0137129, 0.90174145
9.623, -3.3645582, -0.076496124, 0.66650975
9.767, 0.81363535, 0.012670517, 1.2803563
9.911, -1.089301, -0.59106064, 0.020344615
10.054, -1.0646938, -2.2214546, -1.261143
10.198, -0.7200334, -1.3845911, 1.3691071
10.341, -1.7879325, -0.9559002, -0.22706962
10.486, 7.1892195, 2.0853915, -0.58545685
10.628, 0.6364142, -3.019308, -0.78837705
10.773, 2.2498002, 3.2696104, -1.6475341
10.917, -0.34071803, 2.6099062, -0.72545624
11.06, -2.1844344, 1.9329958, 0.5593667
11.204, 0.23931572, 1.6094656, -0.7003615
11.348, -1.8048719, 0.5946684, 0.63904625
11.491, -2.2576296, 0.6430292, 0.6718365
11.636, -0.90271723, -0.36053658, 0.17119724
11.779, 0.7879845, 0.23854065, 0.3232193
11.923, -0.55415547, -1.6725721, 1.2670529
12.066, 2.8233469, -4.278921, 2.0459063
12.211, -0.56976616, -1.3536596, 1.2923758
12.355, -0.027339615, -0.706728, 0.69735444
12.498, 2.769566, 1.1539321, -1.2228003
12.642, 1.3801744, 0.7217493, -1.4663062
12.784, 0.97927356, 2.3309731, -0.715384
12.93, -1.4310889, -1.0727949, 0.876184
13.073, -0.44012928, -3.1895723, 0.005586624
13.215, 0.6163027, -2.053897, 0.39832985
13.36, 0.4959919, 0.7368202, -0.12944531
13.504, -2.2636986, 0.9826069, 0.90132177
13.648, -0.6190677, -0.037724495, -1.4383669
13.792, 1.5218142, 0.098462105, 1.6602049
13.935, 0.21994996, 0.14550018, 0.06996852
14.079, 0.0067896843, -0.05354786, 0.50240207
